custid	region	townsize	gender	age	agecat	birthmonth	ed	edcat	jobcat	union	employ	empcat	retire	income	lninc	inccat	debtinc	creddebt	lncreddebt	othdebt	lnothdebt	default	jobsat	marital	spoused	spousedcat	reside	pets	pets_cats	pets_dogs	pets_birds	pets_reptiles	pets_small	pets_saltfish	pets_freshfish	homeown	hometype	address	addresscat	cars	carown	cartype	carvalue	carcatvalue	carbought	carbuy	commute	commutecat	commutetime	commutecar	commutemotorcycle	commutecarpool	commutebus	commuterail	commutepublic	commutebike	commutewalk	commutenonmotor	telecommute	reason	polview	polparty	polcontrib	vote	card	cardtype	cardbenefit	cardfee	cardtenure	cardtenurecat	card2	card2type	card2benefit	card2fee	card2tenure	card2tenurecat	carditems	cardspent	card2items	card2spent	active	bfast	tenure	churn	longmon	lnlongmon	longten	lnlongten	tollfree	tollmon	lntollmon	tollten	lntollten	equip	equipmon	lnequipmon	equipten	lnequipten	callcard	cardmon	lncardmon	cardten	lncardten	wireless	wiremon	lnwiremon	wireten	lnwireten	multline	voice	pager	internet	callid	callwait	forward	confer	ebill	owntv	hourstv	ownvcr	owndvd	owncd	ownpda	ownpc	ownipod	owngame	ownfax	news	response_01	response_02	response_03
7486-BUSGEZ-YN6	Zone 5	> 250,000	Male	70	>65	May	7	Did not complete high school	Managerial and Professional	Yes	14	11 to 15	Yes	12	2,484906649788	Under $25	1,7	,090984	-2,39707161209999	,113016	-2,18022587737277	No	Somewhat dissatisfied	Married	8	Did not complete high school	2	0	0	0	0	0	0	0	0	Rent	Mobile Home	14	8 to 15	0	N/A	N/A	N/A	N/A	N/A	Yes	Carpool	Multiple occupancy	17	No	No	Yes	No	No	No	No	Yes	No	No	No response	Moderate	Yes	No	No	American Express	Other	Airline miles	Yes	13	11 to 15	Mastercard	Other	Other	No	12	11 to 15	14	360,71	11	200,81	Yes	Oatmeal	37	No	13,45	2,59897910604785	499,15	6,21290665178243	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	Yes	No	No	No	Yes	26	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No	No
9705-SBORMY-SLG	Zone 3	50,000-249,999	Female	52	50-64	September	12	High school degree	Sales and Office	No	10	6 to 10	No	98	4,58496747867057	$75 - $124	9,8	2,900408	1,06485141675174	6,703592	1,90264350213924	No	Neutral	Unmarried	Not married	Not married	1	1	0	0	1	0	0	0	0	Own	Single-family	24	16 to 25	0	N/A	N/A	N/A	N/A	N/A	No	Bus	Public transportation	29	No	No	No	Yes	No	No	No	No	No	Yes	No response	Moderate	No	No	No	Visa	Platinum	Other	No	32	More than 15	Mastercard	Other	Other	No	22	More than 15	11	371,65	4	113,1	Yes	Energy bar	64	No	24	3,17805383034795	1489,5	7,30619577215334	Yes	28,25	3,34109345759245	1823,65	7,5085952662569	No	0	 	0	 	Yes	30	3,40119738166216	1955	7,57814547241947	No	0	 	0	 	No	No	No	None	Yes	Yes	Yes	Yes	No	Yes	14	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No
9101-HUFHJM-454	Zone 4	10,000-49,999	Female	35	35-49	February	19	College degree	Managerial and Professional	No	3	2 to 5	No	37	3,61091791264422	$25 - $49	14	1,02564	,02531680798379	4,15436	1,42415838515577	No	Neutral	Married	15	Some college	3	3	0	0	3	0	0	0	0	Own	Condominium/Townhouse	13	8 to 15	4	Own	Import	17,8	Economy	No	Yes	Car	Single occupancy	28	Yes	No	No	No	No	No	Yes	No	No	No	No response	Slightly liberal	No	Yes	No	Discover	Gold	Other	No	18	More than 15	Visa	None	None	No	13	11 to 15	6	150,03	2	38,31	Yes	Cereal	47	No	11,2	2,41591377830105	553,95	6,31707442996668	Yes	22	3,09104245335832	1073,4	6,97858645974273	Yes	57,15	4,04567939024082	2645,15	7,88048305345945	Yes	13	2,56494935746154	570	6,3456363608286	Yes	46,1	3,8308129500026	2079,1	7,63969038674934	Yes	Yes	Yes	Dial-up	Yes	Yes	Yes	Yes	Yes	Yes	24	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	Yes	Yes
4815-KKWOCU-DC9	Zone 2	> 250,000	Male	78	>65	September	11	Did not complete high school	Operation, Fabrication, General Labor	Yes	52	More than 15	Yes	107	4,67282883446191	$75 - $124	10,7	4,510906	1,50649802025747	6,938094	1,93702709702885	No	Somewhat satisfied	Married	15	Some college	2	0	0	0	0	0	0	0	0	Own	Mobile Home	46	More than 25	1	Own	Domestic	58	Luxury	No	Yes	Car	Single occupancy	27	Yes	No	Yes	Yes	No	No	Yes	No	No	No	No response	Extremely liberal	No	No	Yes	American Express	Gold	Cash back	No	40	More than 15	Mastercard	Gold	None	Yes	29	More than 15	20	1070,26	2	96,03	No	Oatmeal	72	No	53,9	3,98713047791495	3818,15	8,24752129109908	No	0	 	0	 	No	0	 	0	 	Yes	44,75	3,80109144472086	3150	8,05515773181968	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	21	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	Yes
8231-SCGVQY-I34	Zone 4	2,500-9,999	Female	31	25-34	October	17	College degree	Operation, Fabrication, General Labor	No	6	6 to 10	No	46	3,8286413964891	$25 - $49	10,4	1,062048	,0601991195384731	3,721952	1,31424826184459	No	Neutral	Married	17	College degree	5	6	0	1	0	0	0	0	5	Own	Single-family	8	8 to 15	3	Lease	Import	19,7	Economy	No	No	Car	Single occupancy	23	Yes	Yes	No	No	Yes	No	Yes	No	No	No	No response	Moderate	No	No	No	Visa	None	None	No	13	11 to 15	Mastercard	None	Airline miles	No	13	11 to 15	7	87,58	3	35,9	No	Cereal	55	No	24,7	3,20680324363393	1349,5	7,20748943245806	Yes	23,75	3,16758253048065	1298,7	7,16911904311604	No	0	 	0	 	Yes	7,25	1,98100146886658	415	6,0282785202307	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	21	Yes	Yes	Yes	No	No	Yes	Yes	No	Yes	No	No	No
9895-KWBXQZ-CCY	Zone 5	50,000-249,999	Male	39	35-49	June	14	High school degree	Operation, Fabrication, General Labor	No	10	6 to 10	No	49	3,89182029811063	$25 - $49	9,6	1,684032	,521190918014889	3,019968	1,10524623530415	No	Somewhat dissatisfied	Married	8	Did not complete high school	2	11	0	0	0	0	1	0	10	Rent	Multiple-Family	12	8 to 15	4	Own	Import	35,2	Standard	Yes	No	Car	Single occupancy	27	Yes	No	No	No	No	No	No	Yes	No	No	No response	Slightly conservative	No	No	Yes	American Express	Other	Cash back	No	12	11 to 15	Discover	Other	Other	No	15	11 to 15	7	590,78	2	206,92	No	Cereal	27	Yes	13,95	2,63547950826737	410,05	6,01627910348242	Yes	20	2,99573227355399	522,8	6,25919898175007	No	0	 	0	 	Yes	20,5	3,02042488614436	555	6,31896811374643	No	0	 	0	 	No	No	No	Dial-up	No	Yes	Yes	Yes	No	Yes	17	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No	No
5296-OZSPOU-M8Y	Zone 5	< 2,500	Male	29	25-34	December	15	Some college	Operation, Fabrication, General Labor	Yes	5	2 to 5	No	65	4,17438726989564	$50 - $74	21	10,5378	2,35496879267361	3,1122	1,13532987160327	Yes	Highly satisfied	Married	15	Some college	4	5	0	2	0	0	0	0	3	Own	Condominium/Townhouse	8	8 to 15	2	Lease	Domestic	37,2	Standard	No	Yes	Car	Single occupancy	29	Yes	No	No	No	No	No	No	Yes	No	No	No response	Conservative	Yes	No	Yes	Discover	None	Airline miles	No	11	11 to 15	American Express	Platinum	Other	No	11	11 to 15	13	1065,39	10	745,22	Yes	Cereal	63	No	23	3,13549421592915	1429,4	7,26501005478588	No	0	 	0	 	Yes	40,4	3,6988297849671	2556,05	7,84621837712143	Yes	22,75	3,12456514539696	1280	7,15461535691366	No	0	 	0	 	Yes	No	Yes	Other	No	Yes	No	No	No	Yes	18	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	No	No	No
9278-CKRRXE-19H	Zone 3	10,000-49,999	Male	45	35-49	June	13	High school degree	Service	No	20	More than 15	No	54	3,98898404656427	$50 - $74	2,2	,381348	-,964042934911668	,806652	-,214862930482988	No	Somewhat satisfied	Unmarried	Not married	Not married	1	3	0	0	3	0	0	0	0	Own	Single-family	16	16 to 25	1	Own	Import	23,3	Standard	No	Yes	Train/Subway	Public transportation	24	No	No	No	No	Yes	No	No	No	No	No	Service	Moderate	No	No	No	Mastercard	Other	Cash back	No	24	More than 15	Visa	Other	Cash back	No	16	More than 15	11	316,6	5	69,95	No	Energy bar	46	No	11,6	2,45100509811232	546,65	6,30380874388049	Yes	20,25	3,00815479355255	1017,2	6,92480903354796	No	0	 	0	 	Yes	11	2,39789527279837	450	6,10924758276437	No	0	 	0	 	No	No	No	None	No	No	Yes	No	No	Yes	19	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
6148-FYPQON-ZB9	Zone 3	< 2,500	Male	25	25-34	July	14	High school degree	Managerial and Professional	No	1	Less than 2	No	25	3,2188758248682	$25 - $49	20,1	3,351675	1,20946022087863	1,673325	,514812664943446	Yes	Highly dissatisfied	Unmarried	Not married	Not married	1	3	0	2	0	1	0	0	0	Own	Single-family	1	Less than 3	1	Own	Domestic	12	Economy	Yes	No	Walk	Non-motorized	26	No	No	Yes	Yes	No	No	No	Yes	No	No	No response	Liberal	No	No	No	Mastercard	Platinum	Airline miles	No	3	2 to 5	Visa	None	Airline miles	Yes	2	2 to 5	6	155,48	3	77,88	Yes	Energy bar	7	No	4,1	1,41098697371026	35,6	3,57234563785799	Yes	15,75	2,75684036527164	114,8	4,74319148388547	No	0	 	0	 	Yes	23	3,13549421592915	140	4,9416424226093	Yes	20,85	3,03735394824481	119	4,77912349311153	No	No	No	Cable modem	Yes	Yes	Yes	Yes	No	Yes	23	Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	No	No
1916-KTSVAM-IT3	Zone 4	50,000-249,999	Male	40	35-49	May	20	Post-undergraduate degree	Precision Production, Craft, Repair	Yes	10	6 to 10	No	65	4,17438726989564	$50 - $74	1,8	,37323	-,985560427387628	,79677	-,22718922402296	No	Highly satisfied	Married	19	College degree	2	0	0	0	0	0	0	0	0	Own	Mobile Home	17	16 to 25	2	Own	Import	20	Standard	No	No	Car	Single occupancy	21	Yes	No	No	No	No	No	No	No	No	No	No response	Extremely liberal	Yes	Yes	Yes	Discover	Gold	Airline miles	No	11	11 to 15	Mastercard	None	Cash back	No	9	6 to 10	10	204,43	2	46,74	Yes	Energy bar	40	Yes	14,95	2,7047112998367	550,55	6,3109177785596	No	0	 	0	 	Yes	28,7	3,35689712276558	1085,35	6,98965779460177	No	0	 	0	 	No	0	 	0	 	Yes	No	No	Other	No	No	No	No	Yes	Yes	26	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	Yes
3586-ERGCLA-0KU	Zone 4	> 250,000	Male	34	25-34	March	21	Post-undergraduate degree	Service	No	4	2 to 5	No	24	3,17805383034795	Under $25	10,8	,873504	-,135242570139747	1,718496	,541449489693754	No	Somewhat satisfied	Unmarried	Not married	Not married	1	5	0	0	0	0	0	0	5	Own	Single-family	11	8 to 15	1	Lease	Domestic	11,8	Economy	No	No	Carpool	Multiple occupancy	20	No	No	Yes	No	No	No	No	Yes	No	No	No response	Moderate	No	No	Yes	American Express	None	Other	No	12	11 to 15	Discover	Platinum	Airline miles	No	16	More than 15	8	285,8	4	172,59	No	Energy bar	30	Yes	9,25	2,22462355152433	245,4	5,50288953227681	Yes	34,5	3,54095932403731	1048,7	6,95530658084036	Yes	47,65	3,86388263010021	1388,2	7,23576322290548	Yes	5,25	1,65822807660353	170	5,13579843705026	Yes	63,2	4,14630430115281	1757,65	7,47173296854924	Yes	Yes	Yes	Other	Yes	Yes	Yes	Yes	Yes	Yes	18	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes
7205-MQEBIR-6EN	Zone 3	10,000-49,999	Female	62	50-64	May	16	Some college	Precision Production, Craft, Repair	Yes	13	11 to 15	Yes	28	3,3322045101752	$25 - $49	18,7	,68068	-,384662980478901	4,55532	1,51629578071415	No	Somewhat satisfied	Married	14	High school degree	2	0	0	0	0	0	0	0	0	Rent	Multiple-Family	15	8 to 15	1	Own	Import	14,5	Economy	No	No	Bus	Public transportation	37	No	No	No	Yes	No	Yes	No	No	No	No	Prices	Slightly conservative	No	No	Yes	Discover	Gold	None	No	4	2 to 5	Mastercard	Other	Other	Yes	3	2 to 5	9	186,91	2	53,22	No	Oatmeal	5	Yes	4,65	1,53686721959927	18,85	2,93651291389402	No	0	 	0	 	No	0	 	0	 	Yes	9,5	2,2512917986065	35	3,55534806148941	No	0	 	0	 	No	No	No	None	Yes	No	No	Yes	No	Yes	20	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes
2173-PULCBV-RBF	Zone 4	50,000-249,999	Female	33	25-34	January	18	College degree	Sales and Office	No	0	Less than 2	No	27	3,29583686600433	$25 - $49	18,8	,700488	-,355978043972791	4,375512	1,4760235415337	Yes	Highly dissatisfied	Married	17	College degree	3	8	0	0	0	0	0	0	8	Own	Single-family	12	8 to 15	3	Lease	Import	13,5	Economy	No	Yes	Car	Single occupancy	25	Yes	No	No	Yes	No	No	Yes	No	No	No	No response	Slightly liberal	No	No	No	Discover	Platinum	None	No	11	11 to 15	Mastercard	Gold	None	No	8	6 to 10	6	159,44	5	111,67	Yes	Cereal	26	No	7,25	1,98100146886658	194,4	5,26991789202634	Yes	26,5	3,27714473299218	736,85	6,60238434365927	Yes	45,45	3,81661282062349	1010,85	6,91854684006034	Yes	26,5	3,27714473299218	640	6,46146817635372	Yes	33,95	3,52488885400471	875,75	6,7750806620776	Yes	Yes	Yes	Other	Yes	Yes	Yes	Yes	No	Yes	26	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No
4208-EUPATO-SAN	Zone 2	50,000-249,999	Female	47	35-49	February	12	High school degree	Managerial and Professional	No	13	11 to 15	No	76	4,33073334028633	$75 - $124	11,2	2,434432	,889713464437004	6,077568	1,80460461595674	No	Somewhat dissatisfied	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Rent	Multiple-Family	16	16 to 25	2	Own	Import	48,9	Luxury	Yes	No	Train/Subway	Public transportation	18	No	Yes	No	No	Yes	No	No	No	No	No	No response	Slightly liberal	No	No	No	American Express	Platinum	Cash back	No	30	More than 15	Discover	Gold	Cash back	No	23	More than 15	8	491,99	4	244,78	Yes	Cereal	62	No	15,15	2,71800053195538	971,9	6,87925291850943	No	0	 	0	 	No	0	 	0	 	Yes	13,75	2,62103882411258	855	6,75110146893676	Yes	35,2	3,56104608260405	2081,3	7,64074797746421	Yes	No	No	None	Yes	Yes	Yes	No	Yes	Yes	14	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	No	No
0060-IQXKJE-0HJ	Zone 2	50,000-249,999	Male	30	25-34	November	18	College degree	Managerial and Professional	No	3	2 to 5	No	22	3,09104245335832	Under $25	7,9	,47795	-,738249154472366	1,26005	,231151402715738	No	Somewhat satisfied	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Own	Condominium/Townhouse	6	4 to 7	1	Own	Import	9,7	Economy	No	Yes	Walk	Non-motorized	20	No	No	Yes	No	Yes	No	No	Yes	No	Yes	No response	Moderate	No	No	Yes	Mastercard	Other	None	No	11	11 to 15	American Express	Gold	Airline miles	No	8	6 to 10	12	378,02	5	140,18	No	Cereal	39	No	4,8	1,56861591791385	179,3	5,18906038061109	Yes	32,5	3,48124008933569	1361,2	7,21612194262675	Yes	32,35	3,47661402094691	1201,4	7,09124282241606	Yes	24	3,17805383034795	910	6,8134445995109	Yes	23,5	3,15700042115011	944,1	6,85023209273847	No	Yes	Yes	None	Yes	Yes	Yes	Yes	No	Yes	18	Yes	Yes	Yes	No	Yes	No	No	Yes	No	No	No	No
6288-ATESMS-YXJ	Zone 3	50,000-249,999	Female	47	35-49	June	17	College degree	Sales and Office	No	5	2 to 5	No	44	3,78418963391826	$25 - $49	3,1	,926156	-,0767125920021706	,437844	-,825892596430851	No	Somewhat dissatisfied	Married	19	College degree	4	3	2	1	0	0	0	0	0	Own	Condominium/Townhouse	18	16 to 25	0	N/A	N/A	N/A	N/A	N/A	No	Bus	Public transportation	27	No	No	No	Yes	No	No	No	Yes	No	No	No response	Liberal	Yes	No	Yes	Visa	Gold	None	No	23	More than 15	Mastercard	Other	None	No	15	11 to 15	11	668,61	8	556,47	No	Energy bar	47	Yes	16,55	2,80638610182307	729,45	6,5922908255179	Yes	42,25	3,74360435380318	2021,05	7,6113724573252	Yes	57,15	4,04567939024082	2670,45	7,89000227651898	Yes	15,25	2,72457950305342	705	6,55819780281227	Yes	58,05	4,0613047081439	2695	7,8991534833431	Yes	Yes	Yes	Cable modem	Yes	Yes	Yes	Yes	Yes	Yes	18	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	No
7453-BBIDYS-8MG	Zone 2	> 250,000	Male	52	50-64	February	19	College degree	Sales and Office	Yes	3	2 to 5	No	64	4,15888308335967	$50 - $74	16,4	2,749952	1,01158345698069	7,746048	2,04718277782007	No	Somewhat dissatisfied	Married	17	College degree	3	3	0	0	0	3	0	0	0	Rent	Multiple-Family	20	16 to 25	0	N/A	N/A	N/A	N/A	N/A	No	Carpool	Multiple occupancy	26	No	No	Yes	No	No	No	No	No	No	No	No response	Moderate	Yes	No	No	American Express	Gold	Cash back	No	30	More than 15	Discover	Platinum	Cash back	No	20	More than 15	12	1604,22	2	225,25	No	Cereal	52	Yes	17,65	2,87073578337931	808,2	6,69480955264437	No	0	 	0	 	No	0	 	0	 	Yes	12	2,484906649788	610	6,41345895716736	No	0	 	0	 	Yes	No	No	None	No	No	No	Yes	No	Yes	16	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	No
6766-XBOCOZ-7LD	Zone 2	> 250,000	Male	67	>65	December	16	Some college	Managerial and Professional	No	10	6 to 10	No	51	3,93182563272433	$50 - $74	2,4	,279072	-1,27628546593756	,944928	-,0566465448672266	No	Highly satisfied	Married	19	College degree	2	0	0	0	0	0	0	0	0	Own	Condominium/Townhouse	27	More than 25	1	Lease	Import	22,2	Standard	No	No	Carpool	Multiple occupancy	24	Yes	No	Yes	No	No	No	No	No	No	No	No response	Conservative	Yes	No	Yes	American Express	Platinum	Other	No	26	More than 15	Mastercard	Platinum	Cash back	No	19	More than 15	6	268,88	4	166,88	No	Oatmeal	55	No	6,85	1,92424865227413	366,65	5,90440771453981	Yes	15,25	2,72457950305342	888,2	6,789196942858	Yes	36,7	3,60277675506052	2048,45	7,62483868858555	No	0	 	0	 	Yes	20,2	3,00568260440716	1136,8	7,03597257678289	Yes	No	No	Other	No	No	No	No	Yes	Yes	25	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No
1739-JEWQEK-74F	Zone 1	50,000-249,999	Female	70	>65	January	11	Did not complete high school	Service	No	29	More than 15	No	107	4,67282883446191	$75 - $124	13,2	4,364316	1,47346147598175	9,759684	2,27826002285167	No	Neutral	Married	14	High school degree	2	4	0	0	0	0	0	0	4	Own	Single-family	40	More than 25	1	Own	Domestic	46,5	Luxury	No	No	Telecommute	Telecommute	24	No	No	No	No	No	No	No	Yes	No	Yes	No response	Conservative	Yes	No	No	Visa	None	Cash back	No	33	More than 15	Mastercard	Gold	None	No	25	More than 15	13	332,13	5	211,89	Yes	Oatmeal	67	No	10,85	2,38416507998647	742,65	6,61022487047554	Yes	54,75	4,00277736869661	3667,05	8,20714280310245	No	0	 	0	 	Yes	26,5	3,27714473299218	1675	7,42356844425917	Yes	38,45	3,64935869595165	2549,85	7,84378981289289	No	No	No	None	Yes	Yes	Yes	Yes	No	Yes	17	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No
4750-DJUTIR-NAA	Zone 1	> 250,000	Female	32	25-34	December	9	Did not complete high school	Operation, Fabrication, General Labor	No	9	6 to 10	No	25	3,2188758248682	$25 - $49	5,4	,61155	-,491758561048765	,73845	-,303201884109818	No	Highly satisfied	Married	9	Did not complete high school	3	0	0	0	0	0	0	0	0	Rent	Single-family	6	4 to 7	4	Own	Domestic	12,2	Economy	No	No	Car	Single occupancy	24	Yes	No	No	No	No	No	No	No	No	No	No response	Conservative	Yes	No	Yes	Other	Platinum	Other	No	1	Less than 2	Mastercard	None	Airline miles	No	3	2 to 5	9	372,6	7	335,28	No	Cereal	4	No	3,65	1,2947271675944	17,55	2,86505394991188	No	0	 	0	 	No	0	 	0	 	Yes	13,5	2,60268968544438	30	3,40119738166216	No	0	 	0	 	No	No	No	None	Yes	No	No	Yes	No	Yes	18	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No
9847-QFQVFK-D8O	Zone 1	10,000-49,999	Female	79	>65	November	13	High school degree	Service	No	35	More than 15	Yes	24	3,17805383034795	Under $25	4,1	,376872	-,975849671731375	,607128	-,499015637006633	No	Neutral	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Rent	Multiple-Family	7	4 to 7	2	Own	Domestic	8,8	Economy	Yes	No	Car	Single occupancy	22	Yes	No	Yes	No	No	No	No	Yes	No	Yes	Prices	Slightly liberal	Yes	No	No	Visa	Gold	Airline miles	No	24	More than 15	American Express	None	Other	No	14	11 to 15	11	210,32	3	79,13	No	Oatmeal	46	No	11,2	2,41591377830105	495,25	6,20506268557866	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	16	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	No	No	No
0228-GGJEXI-9A3	Zone 1	> 250,000	Male	55	50-64	October	17	College degree	Managerial and Professional	No	6	6 to 10	No	69	4,23410650459726	$50 - $74	5,7	1,451277	,372443858508063	2,481723	,908953077008749	No	Neutral	Married	16	Some college	2	1	1	0	0	0	0	0	0	Own	Condominium/Townhouse	15	8 to 15	2	Own	Domestic	37,7	Standard	No	No	Car	Single occupancy	22	Yes	No	No	No	No	No	No	No	No	No	No response	Liberal	Yes	Yes	Yes	American Express	None	Cash back	No	22	More than 15	Mastercard	Platinum	Airline miles	No	15	11 to 15	10	557,3	9	440,53	No	Oatmeal	54	No	8,45	2,13416644136908	454,85	6,11996769426807	Yes	22,5	3,11351530921037	1152,25	7,04947183160062	Yes	46,15	3,83189696094886	2464,35	7,80968336002046	No	0	 	0	 	Yes	47,65	3,86388263010021	2514,75	7,82992867401445	Yes	No	Yes	Other	Yes	No	Yes	No	No	Yes	25	Yes	Yes	Yes	No	Yes	No	No	No	Yes	No	No	No
1205-KEKOES-N5G	Zone 1	2,500-9,999	Male	53	50-64	July	20	Post-undergraduate degree	Sales and Office	No	4	2 to 5	No	42	3,73766961828337	$25 - $49	9,6	,26208	-1,33910547831743	3,76992	1,32705378107562	No	Somewhat dissatisfied	Married	18	College degree	2	5	0	0	0	0	0	0	5	Own	Multiple-Family	28	More than 25	6	Own	Domestic	26,2	Standard	Yes	No	Car	Single occupancy	31	Yes	Yes	No	Yes	No	No	No	No	No	Yes	No response	Moderate	No	Yes	No	Visa	Other	Cash back	No	36	More than 15	American Express	Other	None	No	28	More than 15	13	395,94	0	0	Yes	Cereal	60	No	21,15	3,05163990549229	1262,65	7,14096796597313	Yes	37,5	3,62434093297637	2275,6	7,72999903287649	Yes	49,3	3,89792408104864	3014,4	8,01115608438204	Yes	25	3,2188758248682	1575	7,36201055125973	Yes	49,15	3,89487684659318	2696,15	7,89958010846666	Yes	Yes	Yes	None	Yes	Yes	Yes	Yes	Yes	Yes	20	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	No
5273-HEYCTH-31R	Zone 4	> 250,000	Female	59	50-64	June	21	Post-undergraduate degree	Sales and Office	No	3	2 to 5	No	53	3,97029191355212	$50 - $74	7,6	,922412	-,0807633005715817	3,105588	1,13320306943751	No	Highly dissatisfied	Married	18	College degree	2	0	0	0	0	0	0	0	0	Rent	Single-family	15	8 to 15	4	Own	Import	28,3	Standard	Yes	No	Car	Single occupancy	23	Yes	No	No	No	Yes	No	No	No	No	Yes	No response	Liberal	Yes	No	Yes	Discover	Other	Cash back	No	30	More than 15	Visa	Other	None	No	26	More than 15	14	506,31	7	212,71	No	Cereal	60	No	20,55	3,02286094094224	1202,7	7,09232430831657	No	0	 	0	 	Yes	27	3,29583686600433	1642,75	7,40412694577798	Yes	13	2,56494935746154	720	6,5792512120101	No	0	 	0	 	Yes	No	No	Dial-up	No	No	No	No	No	Yes	22	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	No	Yes	Yes
8822-MXUYEV-8W6	Zone 1	50,000-249,999	Female	57	50-64	August	18	College degree	Service	No	14	11 to 15	Yes	35	3,55534806148941	$25 - $49	8,5	,461125	-,774086123065297	2,513875	,92182538737263	No	Neutral	Married	22	Post-undergraduate degree	4	0	0	0	0	0	0	0	0	Rent	Multiple-Family	21	16 to 25	3	Lease	Domestic	8,9	Economy	No	No	Car	Single occupancy	18	Yes	No	No	Yes	No	No	No	No	No	Yes	No response	Extremely liberal	Yes	Yes	Yes	Discover	Other	Cash back	No	25	More than 15	Mastercard	Gold	None	No	21	More than 15	12	228,12	6	144,17	No	Oatmeal	62	No	17,15	2,84199817361195	1109,6	7,01175486900062	No	0	 	0	 	Yes	42	3,73766961828337	2579,25	7,85525393798049	No	0	 	0	 	No	0	 	0	 	Yes	Yes	No	DSL	No	No	No	No	Yes	Yes	13	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No
5599-DUCEPK-HXP	Zone 4	10,000-49,999	Female	77	>65	March	15	Some college	Managerial and Professional	No	27	More than 15	No	108	4,68213122712422	$75 - $124	9,1	4,835376	1,5759588921691	4,992624	1,60796162325528	No	Highly satisfied	Married	18	College degree	2	7	0	1	0	0	0	0	6	Own	Single-family	54	More than 25	2	Own	Domestic	51,7	Luxury	Yes	No	Car	Single occupancy	37	Yes	No	Yes	Yes	No	No	Yes	Yes	No	No	No response	Liberal	Yes	Yes	No	Discover	Gold	None	No	39	More than 15	American Express	None	Cash back	No	30	More than 15	9	357,59	6	188,66	Yes	Oatmeal	72	No	54,55	3,99911771227908	3844,35	8,25435981693385	No	0	 	0	 	No	0	 	0	 	Yes	22	3,09104245335832	1550	7,34601020991329	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	21	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
4626-CAHDBA-0M9	Zone 2	> 250,000	Male	49	35-49	May	12	High school degree	Operation, Fabrication, General Labor	No	18	More than 15	No	50	3,91202300542815	$50 - $74	34,3	4,27035	1,45169579109452	12,87965	2,55564854639395	No	Highly satisfied	Unmarried	Not married	Not married	1	13	2	1	0	0	0	0	10	Rent	Multiple-Family	20	16 to 25	1	Own	Domestic	27,7	Standard	No	No	Car	Single occupancy	28	Yes	No	No	No	No	No	No	No	No	No	No response	Conservative	No	Yes	Yes	Visa	Other	Other	Yes	17	More than 15	Discover	Other	Cash back	No	12	11 to 15	8	146,07	3	53,24	No	Oatmeal	39	No	4,9	1,58923520511658	214,15	5,36667670406138	No	0	 	0	 	No	0	 	0	 	Yes	26,75	3,28653447334202	1055	6,96129604591017	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	16	Yes	Yes	Yes	No	No	Yes	Yes	No	Yes	No	No	No
